Energy,xx,yy,zz,xy,xz,yz
1.7876,2.8417,2.8417,2.8417,1.3308,1.3308,1.3308
1.7953,2.9089,2.9089,2.9089,1.3337,1.3337,1.3337
1.8031,2.9754,2.9754,2.9754,1.3372,1.3372,1.3372
1.8109,3.0398,3.0398,3.0398,1.3401,1.3401,1.3401
1.8187,3.1005,3.1005,3.1005,1.3419,1.3419,1.3419
1.8264,3.1576,3.1576,3.1576,1.3423,1.3423,1.3423
1.8342,3.2115,3.2115,3.2115,1.3417,1.3417,1.3417
1.8420,3.2650,3.2650,3.2650,1.3411,1.3411,1.3411
1.8497,3.3186,3.3186,3.3186,1.3407,1.3407,1.3407
1.8575,3.3721,3.3721,3.3721,1.3405,1.3405,1.3405
1.8653,3.4257,3.4257,3.4257,1.3405,1.3405,1.3405
1.8731,3.4794,3.4794,3.4794,1.3407,1.3407,1.3407
1.8808,3.5330,3.5330,3.5330,1.3410,1.3410,1.3410
1.8886,3.5867,3.5867,3.5867,1.3416,1.3416,1.3416
1.8964,3.6405,3.6405,3.6405,1.3424,1.3424,1.3424
1.9041,3.6942,3.6942,3.6942,1.3434,1.3434,1.3434
1.9119,3.7480,3.7480,3.7480,1.3446,1.3446,1.3446
1.9197,3.8019,3.8019,3.8019,1.3459,1.3459,1.3459
1.9275,3.8557,3.8557,3.8557,1.3475,1.3475,1.3475
1.9352,3.9096,3.9096,3.9096,1.3493,1.3493,1.3493
1.9430,3.9628,3.9628,3.9628,1.3514,1.3514,1.3514
1.9508,4.0150,4.0150,4.0150,1.3539,1.3539,1.3539
1.9585,4.0664,4.0664,4.0664,1.3568,1.3568,1.3568
1.9663,4.1168,4.1168,4.1168,1.3601,1.3601,1.3601
1.9741,4.1664,4.1664,4.1664,1.3638,1.3638,1.3638
1.9819,4.2150,4.2150,4.2150,1.3679,1.3679,1.3679
1.9896,4.2627,4.2627,4.2627,1.3724,1.3724,1.3724
1.9974,4.3095,4.3095,4.3095,1.3772,1.3772,1.3772
2.0052,4.3554,4.3554,4.3554,1.3825,1.3825,1.3825
2.0130,4.4005,4.4005,4.4005,1.3881,1.3881,1.3881
2.0207,4.4446,4.4446,4.4446,1.3942,1.3942,1.3942
2.0285,4.4878,4.4878,4.4878,1.4006,1.4006,1.4006
2.0363,4.5300,4.5300,4.5300,1.4074,1.4074,1.4074
2.0440,4.5714,4.5714,4.5714,1.4147,1.4147,1.4147
2.0518,4.6119,4.6119,4.6119,1.4223,1.4223,1.4223
2.0596,4.6515,4.6515,4.6515,1.4303,1.4303,1.4303
2.0674,4.6901,4.6901,4.6901,1.4387,1.4387,1.4387
2.0751,4.7279,4.7279,4.7279,1.4474,1.4474,1.4474
2.0829,4.7648,4.7648,4.7648,1.4566,1.4566,1.4566
2.0907,4.8007,4.8007,4.8007,1.4662,1.4662,1.4662
2.0984,4.8357,4.8357,4.8357,1.4761,1.4761,1.4761
2.1062,4.8699,4.8699,4.8699,1.4865,1.4865,1.4865
2.1140,4.9031,4.9031,4.9031,1.4973,1.4973,1.4973
2.1218,4.9353,4.9353,4.9353,1.5084,1.5084,1.5084
2.1295,4.9666,4.9666,4.9666,1.5200,1.5200,1.5200
2.1373,4.9969,4.9969,4.9969,1.5320,1.5320,1.5320
2.1451,5.0263,5.0263,5.0263,1.5444,1.5444,1.5444
2.1528,5.0547,5.0547,5.0547,1.5572,1.5572,1.5572
2.1606,5.0821,5.0821,5.0821,1.5704,1.5704,1.5704
2.1684,5.1094,5.1094,5.1094,1.5833,1.5833,1.5833
2.1762,5.1367,5.1367,5.1367,1.5956,1.5956,1.5956
2.1839,5.1642,5.1642,5.1642,1.6074,1.6074,1.6074
2.1917,5.1918,5.1918,5.1918,1.6186,1.6186,1.6186
2.1995,5.2195,5.2195,5.2195,1.6292,1.6292,1.6292
2.2073,5.2474,5.2474,5.2474,1.6392,1.6392,1.6392
2.2150,5.2754,5.2754,5.2754,1.6487,1.6487,1.6487
2.2228,5.3035,5.3035,5.3035,1.6576,1.6576,1.6576
2.2306,5.3317,5.3317,5.3317,1.6659,1.6659,1.6659
2.2383,5.3601,5.3601,5.3601,1.6737,1.6737,1.6737
2.2461,5.3886,5.3886,5.3886,1.6809,1.6809,1.6809
2.2539,5.4173,5.4173,5.4173,1.6876,1.6876,1.6876
2.2617,5.4486,5.4486,5.4486,1.6937,1.6937,1.6937
2.2694,5.4903,5.4903,5.4903,1.6991,1.6991,1.6991
2.2772,5.5429,5.5429,5.5429,1.7039,1.7039,1.7039
2.2850,5.6065,5.6065,5.6065,1.7080,1.7080,1.7080
2.2927,5.6809,5.6809,5.6809,1.7114,1.7114,1.7114
2.3005,5.7663,5.7663,5.7663,1.7142,1.7142,1.7142
2.3083,5.8626,5.8626,5.8626,1.7163,1.7163,1.7163
2.3161,5.9568,5.9568,5.9568,1.7183,1.7183,1.7183
2.3238,5.9998,5.9998,5.9998,1.7224,1.7224,1.7224
2.3316,6.0425,6.0425,6.0425,1.7267,1.7267,1.7267
2.3394,6.0848,6.0848,6.0848,1.7311,1.7311,1.7311
