Energy,xx,yy,zz,xy,xz,yz
11.4309,1.4808,1.4808,1.4808,0.1125,0.1125,0.1125
11.4677,1.4717,1.4717,1.4717,0.1043,0.1043,0.1043
11.5044,1.4814,1.4814,1.4814,0.1031,0.1031,0.1031
11.5412,1.5173,1.5173,1.5173,0.1155,0.1155,0.1155
11.5779,1.5013,1.5013,1.5013,0.1069,0.1069,0.1069
11.6147,1.4598,1.4598,1.4598,0.0845,0.0845,0.0845
11.6514,1.4364,1.4364,1.4364,0.0785,0.0785,0.0785
11.6882,1.4144,1.4144,1.4144,0.0761,0.0761,0.0761
11.7249,1.3983,1.3983,1.3983,0.0741,0.0741,0.0741
11.7617,1.4029,1.4029,1.4029,0.0616,0.0616,0.0616
11.7985,1.3646,1.3646,1.3646,0.0721,0.0721,0.0721
11.8352,1.3433,1.3433,1.3433,0.0692,0.0692,0.0692
11.8720,1.3132,1.3132,1.3132,0.0495,0.0495,0.0495
11.9087,1.2984,1.2984,1.2984,0.0313,0.0313,0.0313
11.9455,1.3130,1.3130,1.3130,0.0230,0.0230,0.0230
11.9822,1.3378,1.3378,1.3378,0.0335,0.0335,0.0335
12.0190,1.3245,1.3245,1.3245,0.0316,0.0316,0.0316
12.0557,1.3298,1.3298,1.3298,0.0316,0.0316,0.0316
12.0925,1.3398,1.3398,1.3398,0.0309,0.0309,0.0309
12.1293,1.3058,1.3058,1.3058,0.0464,0.0464,0.0464
12.1660,1.2342,1.2342,1.2342,0.0302,0.0302,0.0302
12.2028,1.2127,1.2127,1.2127,0.0298,0.0298,0.0298
12.2395,1.1845,1.1845,1.1845,0.0300,0.0300,0.0300
12.2763,1.2829,1.2829,1.2829,0.0401,0.0401,0.0401
12.3130,1.2897,1.2897,1.2897,0.0482,0.0482,0.0482
12.3498,1.2643,1.2643,1.2643,0.0499,0.0499,0.0499
12.3865,1.2594,1.2594,1.2594,0.0456,0.0456,0.0456
12.4233,1.2407,1.2407,1.2407,0.0430,0.0430,0.0430
12.4601,1.2150,1.2150,1.2150,0.0448,0.0448,0.0448
12.4968,1.2220,1.2220,1.2220,0.0429,0.0429,0.0429
12.5336,1.2287,1.2287,1.2287,0.0403,0.0403,0.0403
12.5703,1.2174,1.2174,1.2174,0.0429,0.0429,0.0429
12.6071,1.1854,1.1854,1.1854,0.0373,0.0373,0.0373
12.6438,1.1776,1.1776,1.1776,0.0374,0.0374,0.0374
12.6806,1.1737,1.1737,1.1737,0.0413,0.0413,0.0413
12.7173,1.1168,1.1168,1.1168,0.0276,0.0276,0.0276
12.7541,1.0973,1.0973,1.0973,0.0183,0.0183,0.0183
12.7909,1.0601,1.0601,1.0601,0.0167,0.0167,0.0167
12.8276,1.0236,1.0236,1.0236,0.0143,0.0143,0.0143
12.8644,0.9978,0.9978,0.9978,0.0145,0.0145,0.0145
12.9011,0.9811,0.9811,0.9811,0.0144,0.0144,0.0144
12.9379,0.9713,0.9713,0.9713,0.0124,0.0124,0.0124
12.9746,0.9793,0.9793,0.9793,0.0101,0.0101,0.0101
13.0114,1.0073,1.0073,1.0073,-0.0009,-0.0009,-0.0009
13.0481,1.0006,1.0006,1.0006,-0.0046,-0.0046,-0.0046
13.0849,0.9869,0.9869,0.9869,-0.0079,-0.0079,-0.0079
13.1216,0.9665,0.9665,0.9665,-0.0106,-0.0106,-0.0106
13.1584,0.9505,0.9505,0.9505,-0.0131,-0.0131,-0.0131
13.1952,0.9413,0.9413,0.9413,-0.0152,-0.0152,-0.0152
13.2319,0.9267,0.9267,0.9267,-0.0171,-0.0171,-0.0171
13.2687,0.9064,0.9064,0.9064,-0.0149,-0.0149,-0.0149
13.3054,0.8804,0.8804,0.8804,-0.0143,-0.0143,-0.0143
13.3422,0.8406,0.8406,0.8406,-0.0159,-0.0159,-0.0159
13.3789,0.8370,0.8370,0.8370,-0.0147,-0.0147,-0.0147
13.4157,0.8243,0.8243,0.8243,-0.0124,-0.0124,-0.0124
13.4524,0.8207,0.8207,0.8207,-0.0167,-0.0167,-0.0167
13.4892,0.7967,0.7967,0.7967,-0.0134,-0.0134,-0.0134
13.5260,0.7748,0.7748,0.7748,-0.0071,-0.0071,-0.0071
13.5627,0.7674,0.7674,0.7674,-0.0017,-0.0017,-0.0017
13.5995,0.7522,0.7522,0.7522,0.0006,0.0006,0.0006
13.6362,0.7524,0.7524,0.7524,0.0079,0.0079,0.0079
13.6730,0.7557,0.7557,0.7557,0.0149,0.0149,0.0149
13.7097,0.7650,0.7650,0.7650,0.0210,0.0210,0.0210
13.7465,0.7806,0.7806,0.7806,0.0240,0.0240,0.0240
13.7832,0.7989,0.7989,0.7989,0.0238,0.0238,0.0238
13.8200,0.8217,0.8217,0.8217,0.0254,0.0254,0.0254
13.8568,0.8760,0.8760,0.8760,0.0316,0.0316,0.0316
13.8935,0.8565,0.8565,0.8565,0.0303,0.0303,0.0303
13.9303,0.8024,0.8024,0.8024,0.0263,0.0263,0.0263
13.9670,0.7586,0.7586,0.7586,0.0269,0.0269,0.0269
